Genome_ID,Clade,Niche,Genomovar_Cluster,Clone_Cluster
GCA_003332565.1,CladeA,Eye,Cluster_24,Cluster_3953
GCA_003332575.1,CladeA,Eye,Cluster_103,Cluster_3954
GCA_003332585.1,CladeA,CF,Cluster_394,Cluster_3955
GCA_003332625.1,CladeA,Eye,Cluster_427,Cluster_3956
GCA_003332645.1,CladeB,Eye,Cluster_42,Cluster_3957
GCA_003332655.1,CladeA,Eye,Cluster_124,Cluster_3958
GCA_003332665.1,CladeB,Eye,Cluster_52,Cluster_3959
GCA_003332705.2,CladeB,Eye,Cluster_135,Cluster_3960
GCA_003332715.1,CladeB,Eye,Cluster_52,Cluster_3959
GCA_003332735.1,CladeB,Eye,Cluster_52,Cluster_3959
GCA_003332755.1,CladeB,Eye,Cluster_52,Cluster_3959
GCA_003332785.1,CladeB,Eye,Cluster_52,Cluster_3959
GCA_003332795.1,CladeA,Eye,Cluster_230,Cluster_3961
GCA_003340635.1,CladeB,Blood,Cluster_55,Cluster_3962
GCA_003347525.2,CladeA,Plant,Cluster_5,Cluster_3963
GCA_003369735.1,CladeA,Pneumonia,Cluster_43,Cluster_3964
GCA_003369755.1,CladeA,Pneumonia,Cluster_1,Cluster_3965
GCA_003369775.1,CladeA,Pneumonia,Cluster_428,Cluster_3966
GCA_003402335.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3967
GCA_003408495.1,CladeA,Pneumonia,Cluster_43,Cluster_3964
GCA_003410435.2,CladeA,Blood,Cluster_53,Cluster_131
GCA_003410445.2,CladeA,Blood,Cluster_2,Cluster_3968
GCA_003410475.2,CladeB,Blood,Cluster_156,Cluster_3969
GCA_003410505.2,CladeA,Blood,Cluster_26,Cluster_1191
GCA_003410515.2,CladeB,Blood,Cluster_4,Cluster_3970
GCA_003410555.2,CladeB,Blood,Cluster_11,Cluster_3971
GCA_003410565.2,CladeA,Blood,Cluster_53,Cluster_131
GCA_003410585.2,CladeA,Blood,Cluster_2,Cluster_3972
GCA_003410635.2,CladeA,Blood,Cluster_24,Cluster_3973
GCA_003410645.2,CladeA,Blood,Cluster_40,Cluster_3293
GCA_003410715.2,CladeA,Blood,Cluster_20,Cluster_3974
GCA_003410765.2,CladeA,Blood,Cluster_24,Cluster_3975
GCA_003410805.2,CladeA,Blood,Cluster_40,Cluster_3976
GCA_003410875.2,CladeB,Blood,Cluster_114,Cluster_3977
GCA_003410905.2,CladeB,Blood,Cluster_114,Cluster_3978
GCA_003410935.2,CladeB,Blood,Cluster_253,Cluster_3979
GCA_003410985.2,CladeB,Blood,Cluster_52,Cluster_3980
GCA_003411005.2,CladeB,Blood,Cluster_11,Cluster_3981
GCA_003411035.2,CladeA,Blood,Cluster_24,Cluster_3982
GCA_003411165.2,CladeA,Blood,Cluster_230,Cluster_3983
GCA_003411275.2,CladeB,Blood,Cluster_429,Cluster_3984
GCA_003411285.2,CladeA,Blood,Cluster_40,Cluster_3985
GCA_003411345.2,CladeA,Blood,Cluster_24,Cluster_3986
GCA_003411355.2,CladeA,Blood,Cluster_149,Cluster_3987
GCA_003411535.2,CladeA,Blood,Cluster_363,Cluster_3988
GCA_003411585.1,CladeA,Blood,Cluster_44,Cluster_3989
GCA_003411745.2,CladeA,Blood,Cluster_5,Cluster_3990
GCA_003411765.2,CladeA,Blood,Cluster_24,Cluster_3991
GCA_003411785.2,CladeB,Blood,Cluster_114,Cluster_3992
GCA_003411845.2,CladeA,Blood,Cluster_150,Cluster_3993
GCA_003411875.2,CladeA,Blood,Cluster_1,Cluster_3994
GCA_003411905.2,CladeA,Blood,Cluster_40,Cluster_3995
GCA_003411985.2,CladeA,Blood,Cluster_5,Cluster_3996
GCA_003412115.2,CladeA,Blood,Cluster_150,Cluster_3993
GCA_003412125.2,CladeB,Blood,Cluster_114,Cluster_3997
GCA_003412165.2,CladeB,Blood,Cluster_57,Cluster_3998
GCA_003412255.2,CladeB,Blood,Cluster_176,Cluster_3999
GCA_003412285.2,CladeB,Blood,Cluster_17,Cluster_4000
GCA_003412325.2,CladeA,Blood,Cluster_50,Cluster_4001
GCA_003412355.2,CladeA,Blood,Cluster_94,Cluster_399
GCA_003413835.1,CladeA,Waste.Water,Cluster_234,Cluster_4002
GCA_003429185.1,CladeA,Blood,Cluster_50,Cluster_4003
GCA_003429205.1,CladeA,Blood,Cluster_54,Cluster_4004
GCA_003433235.1,CladeB,Blood,Cluster_11,Cluster_4005
GCA_003441515.1,CladeB,Aquatic,Cluster_52,Cluster_1351
GCA_003441535.1,CladeB,Aquatic,Cluster_52,Cluster_1351
GCA_003441555.1,CladeB,Aquatic,Cluster_52,Cluster_1351
GCA_003441575.1,CladeA,Aquatic,Cluster_263,Cluster_1350
GCA_003611335.1,CladeA,Hospital.Environment,Cluster_5,Cluster_4006
GCA_003611345.1,CladeB,Pneumonia,Cluster_64,Cluster_4007
GCA_003611355.1,CladeA,Hospital.Environment,Cluster_5,Cluster_4008
GCA_003611395.1,CladeA,Hospital.Environment,Cluster_5,Cluster_4009
GCA_003626935.2,CladeB,Blood,Cluster_12,Cluster_4010
GCA_003665495.1,CladeA,Hospital.Environment,Cluster_430,Cluster_4011
GCA_003669815.1,CladeB,Pneumonia,Cluster_64,Cluster_4012
GCA_003669825.1,CladeB,Pneumonia,Cluster_64,Cluster_4013
GCA_003669855.1,CladeA,Hospital.Environment,Cluster_39,Cluster_4014
GCA_003669875.1,CladeA,Urinary,Cluster_26,Cluster_775
GCA_003669905.1,CladeA,Urinary,Cluster_26,Cluster_775
GCA_003669925.1,CladeA,Hospital.Environment,Cluster_26,Cluster_775
GCA_003669955.1,CladeA,Hospital.Environment,Cluster_26,Cluster_775
GCA_003669975.1,CladeA,Urinary,Cluster_26,Cluster_775
GCA_003669995.1,CladeA,Hospital.Environment,Cluster_26,Cluster_775
GCA_003670015.1,CladeA,Urinary,Cluster_26,Cluster_775
GCA_003670025.1,CladeA,Blood,Cluster_26,Cluster_775
GCA_003670055.1,CladeA,Urinary,Cluster_26,Cluster_775
GCA_003698025.1,CladeA,Lung,Cluster_20,Cluster_612
GCA_003698035.1,CladeA,CF,Cluster_1,Cluster_942
GCA_003698065.1,CladeB,Wound,Cluster_11,Cluster_4015
GCA_003698365.1,CladeA,CF,Cluster_103,Cluster_3066
GCA_003698395.1,CladeA,CF,Cluster_74,Cluster_4016
GCA_003698435.1,CladeA,CF,Cluster_211,Cluster_899
GCA_003698455.1,CladeA,CF,Cluster_2,Cluster_1949
GCA_003698485.1,CladeA,CF,Cluster_2,Cluster_1949
GCA_003698505.1,CladeA,CF,Cluster_25,Cluster_633
GCA_003698585.1,CladeA,CF,Cluster_10,Cluster_605
GCA_003698655.1,CladeB,CF,Cluster_343,Cluster_4017
GCA_003698685.1,CladeB,CF,Cluster_343,Cluster_4017
GCA_003698705.1,CladeA,Lung,Cluster_1,Cluster_4018
GCA_003698715.1,CladeA,Aquatic,Cluster_115,Cluster_4019
GCA_003698745.1,CladeB,Aquatic,Cluster_57,Cluster_3563
GCA_003698785.1,CladeA,CF,Cluster_103,Cluster_1303
GCA_003698795.1,CladeA,Hospital.Environment,Cluster_60,Cluster_3581
GCA_003698825.1,CladeA,CF,Cluster_50,Cluster_4020
GCA_003698855.1,CladeA,CF,Cluster_58,Cluster_4021
GCA_003703685.1,CladeB,Pneumonia,Cluster_196,Cluster_4022
GCA_003703855.1,CladeB,Built.Environment,Cluster_196,Cluster_4022
GCA_003716765.1,CladeB,Lung,Cluster_12,Cluster_4023
GCA_003721395.1,CladeA,Rectal/Feces,Cluster_5,Cluster_4024
GCA_003725635.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_003798105.1,CladeA,Burn,Cluster_2,Cluster_1543
GCA_003798125.1,CladeB,Burn,Cluster_81,Cluster_627
GCA_003798145.1,CladeB,Lung,Cluster_17,Cluster_4025
GCA_003812165.1,CladeA,Throat,Cluster_10,Cluster_4026
GCA_003813005.1,CladeA,Lung,Cluster_10,Cluster_4027
GCA_003833385.1,CladeA,Animal,Cluster_60,Cluster_4028
GCA_003833395.1,CladeA,Aquatic,Cluster_40,Cluster_4029
GCA_003833445.1,CladeB,CF,Cluster_135,Cluster_4030
GCA_003833455.1,CladeA,CF,Cluster_115,Cluster_4031
GCA_003833465.1,CladeA,Animal,Cluster_10,Cluster_605
GCA_003833485.1,CladeA,Wound,Cluster_95,Cluster_4032
GCA_003833545.1,CladeA,Wound,Cluster_2,Cluster_4033
GCA_003833565.1,CladeB,Wound,Cluster_11,Cluster_4034
GCA_003833585.1,CladeA,Wound,Cluster_203,Cluster_4035
GCA_003833605.1,CladeA,Wound,Cluster_60,Cluster_4036
GCA_003833625.1,CladeA,Wound,Cluster_125,Cluster_4037
GCA_003833645.1,CladeA,Wound,Cluster_227,Cluster_4038
GCA_003833665.1,CladeB,Burn,Cluster_205,Cluster_4039
GCA_003833685.1,CladeA,Wound,Cluster_48,Cluster_4040
GCA_003833705.1,CladeA,Wound,Cluster_141,Cluster_4041
GCA_003833715.1,CladeA,Wound,Cluster_128,Cluster_4042
GCA_003833745.1,CladeA,CF,Cluster_50,Cluster_632
GCA_003833765.1,CladeA,Wound,Cluster_9,Cluster_4043
GCA_003833785.1,CladeB,Wound,Cluster_64,Cluster_153
GCA_003833805.1,CladeA,Aquatic,Cluster_34,Cluster_4044
GCA_003833825.1,CladeA,Aquatic,Cluster_35,Cluster_4045
GCA_003833845.1,CladeA,CF,Cluster_50,Cluster_4046
GCA_003833905.1,CladeA,Urinary,Cluster_5,Cluster_4047
GCA_003833935.1,CladeB,Aquatic,Cluster_76,Cluster_631
GCA_003833955.1,CladeA,Wound,Cluster_9,Cluster_4048
GCA_003833965.1,CladeA,CF,Cluster_106,Cluster_4049
GCA_003834005.1,CladeA,Wound,Cluster_9,Cluster_4050
GCA_003834015.1,CladeA,Wound,Cluster_9,Cluster_4048
GCA_003834035.1,CladeA,Wound,Cluster_10,Cluster_4051
GCA_003834085.1,CladeB,Wound,Cluster_176,Cluster_4052
GCA_003834125.1,CladeB,Wound,Cluster_114,Cluster_4053
GCA_003834165.1,CladeA,Aquatic,Cluster_82,Cluster_4054
GCA_003834185.1,CladeA,Wound,Cluster_9,Cluster_4055
GCA_003834235.1,CladeA,Sputum,Cluster_359,Cluster_2667
GCA_003834285.1,CladeA,Aquatic,Cluster_282,Cluster_4056
GCA_003834305.1,CladeA,CF,Cluster_10,Cluster_2080
GCA_003834325.1,CladeA,Aquatic,Cluster_5,Cluster_4057
GCA_003834355.1,CladeA,Urinary,Cluster_51,Cluster_4058
GCA_003834385.1,CladeA,Aquatic,Cluster_375,Cluster_4059
GCA_003834395.1,CladeB,Aquatic,Cluster_16,Cluster_4060
GCA_003834405.1,CladeA,Aquatic,Cluster_10,Cluster_3805
GCA_003834445.1,CladeA,CF,Cluster_10,Cluster_1517
GCA_003834495.1,CladeB,Urinary,Cluster_11,Cluster_4061
GCA_003834545.1,CladeB,Urinary,Cluster_11,Cluster_4062
GCA_003834665.1,CladeB,Sputum,Cluster_365,Cluster_4063
GCA_003834685.1,CladeA,Sputum,Cluster_50,Cluster_4064
GCA_003834725.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003834745.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003834765.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003834785.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003834805.1,CladeA,early.CF,Cluster_82,Cluster_4065
GCA_003834825.1,CladeA,Urinary,Cluster_121,Cluster_4066
GCA_003834835.1,CladeA,early.CF,Cluster_82,Cluster_691
GCA_003834865.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003834885.1,CladeB,early.CF,Cluster_52,Cluster_4067
GCA_003834895.1,CladeA,early.CF,Cluster_82,Cluster_691
GCA_003834925.1,CladeA,CF,Cluster_82,Cluster_4068
GCA_003834945.1,CladeA,CF,Cluster_5,Cluster_4069
GCA_003834965.1,CladeA,early.CF,Cluster_82,Cluster_691
GCA_003835005.1,CladeA,early.CF,Cluster_82,Cluster_691
GCA_003835015.1,CladeB,early.CF,Cluster_114,Cluster_3324
GCA_003835045.1,CladeA,CF,Cluster_1,Cluster_4070
GCA_003835055.1,CladeA,early.CF,Cluster_2,Cluster_4071
GCA_003835085.1,CladeA,early.CF,Cluster_10,Cluster_4072
GCA_003835145.1,CladeA,CF,Cluster_83,Cluster_4073
GCA_003835155.1,CladeA,CF,Cluster_5,Cluster_4074
GCA_003835165.1,CladeA,CF,Cluster_431,Cluster_4075
GCA_003835175.1,CladeB,CF,Cluster_114,Cluster_4076
GCA_003835185.1,CladeB,CF,Cluster_17,Cluster_814
GCA_003835245.1,CladeA,CF,Cluster_24,Cluster_4077
GCA_003835265.1,CladeA,Aquatic,Cluster_227,Cluster_4078
GCA_003835285.1,CladeA,CF,Cluster_20,Cluster_4079
GCA_003835335.1,CladeB,Aquatic,Cluster_218,Cluster_1617
GCA_003835365.1,CladeA,CF,Cluster_10,Cluster_4080
GCA_003835385.1,CladeB,Sputum,Cluster_11,Cluster_4081
GCA_003835405.1,CladeB,Blood,Cluster_365,Cluster_4063
GCA_003835445.1,CladeA,Urinary,Cluster_41,Cluster_663
GCA_003835455.1,CladeA,Sputum,Cluster_50,Cluster_4064
GCA_003835485.1,CladeA,Urinary,Cluster_5,Cluster_4082
GCA_003835495.1,CladeB,Urinary,Cluster_52,Cluster_4083
GCA_003835525.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003835545.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003835565.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003835575.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003835585.1,CladeA,early.CF,Cluster_82,Cluster_4084
GCA_003835595.1,CladeA,CF,Cluster_82,Cluster_691
GCA_003835645.1,CladeA,CF,Cluster_403,Cluster_4085
GCA_003835665.1,CladeB,early.CF,Cluster_17,Cluster_4086
GCA_003835685.1,CladeA,CF,Cluster_48,Cluster_4087
GCA_003835695.1,CladeA,early.CF,Cluster_60,Cluster_4088
GCA_003835715.1,CladeA,CF,Cluster_25,Cluster_4089
GCA_003835765.1,CladeA,CF,Cluster_2,Cluster_4090
GCA_003835775.1,CladeA,CF,Cluster_9,Cluster_1520
GCA_003835865.1,CladeA,CF,Cluster_293,Cluster_4091
GCA_003835915.1,CladeA,CF,Cluster_211,Cluster_899
GCA_003835955.1,CladeA,CF,Cluster_53,Cluster_3036
GCA_003835985.1,CladeA,CF,Cluster_58,Cluster_4021
GCA_003836025.1,CladeA,CF,Cluster_242,Cluster_4092
GCA_003836035.1,CladeA,CF,Cluster_20,Cluster_4093
GCA_003836065.1,CladeA,CF,Cluster_5,Cluster_421
GCA_003836075.1,CladeA,CF,Cluster_302,Cluster_4094
GCA_003836085.1,CladeA,CF,Cluster_5,Cluster_421
GCA_003836125.1,CladeA,CF,Cluster_58,Cluster_4021
GCA_003836135.1,CladeB,Upper.Respiratory,Cluster_16,Cluster_4095
GCA_003836165.1,CladeA,CF,Cluster_75,Cluster_4096
GCA_003836175.1,CladeB,Sputum,Cluster_57,Cluster_4097
GCA_003836205.1,CladeA,CF,Cluster_58,Cluster_4021
GCA_003836225.1,CladeA,Aquatic,Cluster_2,Cluster_4098
GCA_003836245.1,CladeB,Aquatic,Cluster_55,Cluster_4099
GCA_003836255.1,CladeA,CF,Cluster_5,Cluster_421
GCA_003836275.1,CladeA,CF,Cluster_31,Cluster_422
GCA_003836305.1,CladeA,Burn,Cluster_9,Cluster_4100
GCA_003836315.1,CladeA,Wound,Cluster_59,Cluster_4101
GCA_003836345.1,CladeA,Wound,Cluster_229,Cluster_4102
GCA_003836355.1,CladeB,Aquatic,Cluster_382,Cluster_4103
GCA_003836385.1,CladeA,Blood,Cluster_35,Cluster_4104
GCA_003836445.1,CladeA,Aquatic,Cluster_24,Cluster_4105
GCA_003836455.1,CladeB,Eye,Cluster_145,Cluster_4106
GCA_003836465.1,CladeA,Eye,Cluster_25,Cluster_4107
GCA_003836565.1,CladeA,Ocean,Cluster_35,Cluster_4108
GCA_003836625.1,CladeA,Rectal/Feces,Cluster_111,Cluster_4109
GCA_003836645.1,CladeA,Urinary,Cluster_24,Cluster_4110
GCA_003836685.1,CladeB,Ocean,Cluster_410,Cluster_4111
GCA_003836725.1,CladeA,Urinary,Cluster_113,Cluster_4112
GCA_003836745.1,CladeA,Ear,Cluster_5,Cluster_4113
GCA_003836775.1,CladeA,Blood,Cluster_1,Cluster_4114
GCA_003836805.1,CladeA,Ocean,Cluster_403,Cluster_4115
GCA_003836815.1,CladeA,CF,Cluster_113,Cluster_4116
GCA_003836835.1,CladeB,Aquatic,Cluster_432,Cluster_4117
GCA_003836865.1,CladeA,Wound,Cluster_34,Cluster_4118
GCA_003836945.1,CladeA,Wound,Cluster_58,Cluster_4119
GCA_003836965.1,CladeA,Wound,Cluster_35,Cluster_4120
GCA_003837025.1,CladeA,Wound,Cluster_287,Cluster_4121
GCA_003837045.1,CladeA,Wound,Cluster_58,Cluster_4119
GCA_003837085.1,CladeA,CF,Cluster_58,Cluster_4021
GCA_003837105.1,CladeA,Wound,Cluster_5,Cluster_4122
GCA_003837125.1,CladeA,CF,Cluster_1,Cluster_4123
GCA_003837145.1,CladeA,CF,Cluster_58,Cluster_4021
GCA_003837165.1,CladeA,CF,Cluster_211,Cluster_899
GCA_003837185.1,CladeA,CF,Cluster_20,Cluster_4124
GCA_003837195.1,CladeA,Ear,Cluster_287,Cluster_4125
GCA_003837225.1,CladeA,CF,Cluster_31,Cluster_422
GCA_003837265.1,CladeA,Aquatic,Cluster_31,Cluster_3796
GCA_003837285.1,CladeB,Lung,Cluster_80,Cluster_4126
GCA_003837305.1,CladeA,Blood,Cluster_56,Cluster_4127
GCA_003837325.1,CladeA,Ear,Cluster_10,Cluster_4128
GCA_003837335.1,CladeB,Burn,Cluster_55,Cluster_4129
GCA_003837365.1,CladeA,Ear,Cluster_24,Cluster_4130
GCA_003837375.1,CladeA,Urinary,Cluster_2,Cluster_4131
GCA_003837405.1,CladeB,Ocean,Cluster_57,Cluster_4132
GCA_003837415.1,CladeB,Ocean,Cluster_57,Cluster_4133
GCA_003837435.1,CladeB,Wound,Cluster_80,Cluster_4126
GCA_003837485.1,CladeB,Skin,Cluster_80,Cluster_4134
GCA_003837505.1,CladeB,Ocean,Cluster_163,Cluster_610
GCA_003837525.1,CladeA,Urinary,Cluster_50,Cluster_4135
GCA_003837535.1,CladeA,Wound,Cluster_433,Cluster_4136
GCA_003837585.1,CladeA,CF,Cluster_1,Cluster_8
GCA_003837625.1,CladeA,CF,Cluster_2,Cluster_3252
GCA_003837665.1,CladeA,Urinary,Cluster_1,Cluster_4137
GCA_003837675.1,CladeB,Wound,Cluster_11,Cluster_4138
GCA_003837705.1,CladeA,CF,Cluster_24,Cluster_607
GCA_003837725.1,CladeA,Wound,Cluster_20,Cluster_4139
GCA_003837745.1,CladeA,Hospital.Environment,Cluster_1,Cluster_4140
GCA_003837765.1,CladeA,CF,Cluster_1,Cluster_8
GCA_003837775.1,CladeA,Terrestrial,Cluster_434,Cluster_4141
GCA_003838365.1,CladeA,CF,Cluster_1,Cluster_4142
GCA_003838405.1,CladeA,CF,Cluster_139,Cluster_4143
GCA_003838445.1,CladeA,CF,Cluster_10,Cluster_4144
GCA_003838455.1,CladeA,CF,Cluster_1,Cluster_8
GCA_003838485.1,CladeA,Terrestrial,Cluster_24,Cluster_4145
GCA_003838505.1,CladeA,early.CF,Cluster_56,Cluster_4146
GCA_003838525.1,CladeB,early.CF,Cluster_17,Cluster_4147
GCA_003838535.1,CladeB,CF,Cluster_42,Cluster_4148
GCA_003838555.1,CladeA,early.CF,Cluster_435,Cluster_4149
GCA_003838585.1,CladeA,CF,Cluster_10,Cluster_2499
GCA_003838605.1,CladeB,early.CF,Cluster_343,Cluster_4150
GCA_003838625.1,CladeA,CF,Cluster_146,Cluster_496
GCA_003838675.1,CladeA,CF,Cluster_146,Cluster_4151
GCA_003838685.1,CladeA,Urinary,Cluster_5,Cluster_4152
GCA_003838695.1,CladeA,Urinary,Cluster_242,Cluster_4153
GCA_003838705.1,CladeA,Ear,Cluster_242,Cluster_4154
GCA_003838765.1,CladeA,Pneumonia,Cluster_58,Cluster_3622
GCA_003838785.1,CladeA,Ear,Cluster_10,Cluster_4155
GCA_003838815.1,CladeA,CF,Cluster_10,Cluster_4156
GCA_003838825.1,CladeA,Ear,Cluster_10,Cluster_4157
GCA_003838865.1,CladeA,Ear,Cluster_10,Cluster_4158
GCA_003838875.1,CladeA,early.CF,Cluster_10,Cluster_4159
GCA_003838895.1,CladeA,CF,Cluster_10,Cluster_3341
GCA_003838925.1,CladeA,Sputum,Cluster_24,Cluster_4160
GCA_003838935.1,CladeA,Sputum,Cluster_386,Cluster_4161
GCA_003838965.1,CladeA,early.CF,Cluster_10,Cluster_4162
GCA_003838975.1,CladeA,Aquatic,Cluster_35,Cluster_3325
GCA_003839005.1,CladeA,Sputum,Cluster_90,Cluster_4163
GCA_003839025.1,CladeC,Ear,Cluster_6,Cluster_4164
GCA_003839035.1,CladeA,Ear,Cluster_147,Cluster_4165
GCA_003839105.1,CladeA,Wound,Cluster_157,Cluster_4166
GCA_003839125.1,CladeA,Wound,Cluster_26,Cluster_4167
GCA_003839145.1,CladeA,CF,Cluster_43,Cluster_4168
GCA_003839165.1,CladeA,Urinary,Cluster_74,Cluster_4169
GCA_003839175.1,CladeA,early.CF,Cluster_177,Cluster_4170
GCA_003839205.1,CladeA,Ear,Cluster_22,Cluster_4171
GCA_003839215.1,CladeA,Wound,Cluster_199,Cluster_4172
GCA_003839245.1,CladeA,CF,Cluster_183,Cluster_4173
GCA_003839255.1,CladeA,Rectal/Feces,Cluster_266,Cluster_4174
GCA_003839285.1,CladeA,early.CF,Cluster_209,Cluster_4175
GCA_003839305.1,CladeA,CF,Cluster_198,Cluster_4176
GCA_003839315.1,CladeA,CF,Cluster_75,Cluster_4177
GCA_003839345.1,CladeA,CF,Cluster_58,Cluster_4178
GCA_003839365.1,CladeA,Aquatic,Cluster_66,Cluster_4179
GCA_003839375.1,CladeB,Ear,Cluster_80,Cluster_4180
GCA_003839405.1,CladeA,CF,Cluster_10,Cluster_4181
GCA_003839425.1,CladeA,Aquatic,Cluster_229,Cluster_4182
GCA_003839465.1,CladeA,CF,Cluster_230,Cluster_4183
GCA_003839475.1,CladeA,Aquatic,Cluster_10,Cluster_4184
GCA_003839505.1,CladeA,CF,Cluster_8,Cluster_4185
GCA_003839525.1,CladeA,Aquatic,Cluster_43,Cluster_4186
GCA_003839545.1,CladeB,Ear,Cluster_176,Cluster_4187
GCA_003839565.1,CladeA,Wound,Cluster_40,Cluster_4188
GCA_003839585.1,CladeA,Ear,Cluster_20,Cluster_4189
GCA_003839625.1,CladeA,Aquatic,Cluster_90,Cluster_4190
GCA_003839665.1,CladeA,CF,Cluster_34,Cluster_4191
GCA_003839685.1,CladeA,CF,Cluster_436,Cluster_4192
GCA_003839755.1,CladeA,Wound,Cluster_431,Cluster_4193
GCA_003839785.1,CladeA,Wound,Cluster_385,Cluster_4194
GCA_003839845.1,CladeA,Aquatic,Cluster_229,Cluster_4195
GCA_003839865.1,CladeA,Ear,Cluster_153,Cluster_4196
GCA_003839875.1,CladeC,Aquatic,Cluster_437,Cluster_4197
GCA_003839885.1,CladeA,Aquatic,Cluster_10,Cluster_4198
GCA_003839915.1,CladeA,Wound,Cluster_242,Cluster_4199
GCA_003839965.1,CladeA,Aquatic,Cluster_10,Cluster_4200
GCA_003839985.1,CladeA,Wound,Cluster_438,Cluster_4201
GCA_003839995.1,CladeA,Wound,Cluster_439,Cluster_4202
GCA_003840005.1,CladeA,Wound,Cluster_440,Cluster_4203
GCA_003840045.1,CladeA,Lung,Cluster_60,Cluster_4204
GCA_003840055.1,CladeA,early.CF,Cluster_60,Cluster_4205
GCA_003840095.1,CladeB,Sputum,Cluster_151,Cluster_4206
GCA_003840145.1,CladeA,Skin,Cluster_82,Cluster_4207
GCA_003840155.1,CladeA,Wound,Cluster_5,Cluster_3916
GCA_003840165.1,CladeA,Urinary,Cluster_272,Cluster_4208
GCA_003840215.1,CladeB,Urinary,Cluster_441,Cluster_4209
GCA_003840285.1,CladeA,CF,Cluster_5,Cluster_4210
GCA_003840305.1,CladeB,CF,Cluster_17,Cluster_4211
GCA_003840345.1,CladeA,early.CF,Cluster_24,Cluster_4212
GCA_003840365.1,CladeA,CF,Cluster_2,Cluster_4213
GCA_003840385.1,CladeA,CF,Cluster_242,Cluster_4214
GCA_003840405.1,CladeA,early.CF,Cluster_82,Cluster_4215
GCA_003840425.1,CladeA,CF,Cluster_95,Cluster_4216
GCA_003840445.1,CladeA,early.CF,Cluster_442,Cluster_4217
GCA_003840455.1,CladeA,Urinary,Cluster_141,Cluster_4218
GCA_003840465.1,CladeA,early.CF,Cluster_60,Cluster_1075
GCA_003840475.1,CladeA,Ear,Cluster_5,Cluster_4219
GCA_003840495.1,CladeA,Sputum,Cluster_178,Cluster_4220
GCA_003840545.1,CladeA,Urinary,Cluster_5,Cluster_4221
GCA_003840555.1,CladeA,Wound,Cluster_34,Cluster_4222
GCA_003840585.1,CladeA,CF,Cluster_34,Cluster_4223
GCA_003840605.1,CladeA,CF,Cluster_26,Cluster_4224
GCA_003840625.1,CladeA,Aquatic,Cluster_20,Cluster_4225
GCA_003840635.1,CladeA,Urinary,Cluster_224,Cluster_4226
GCA_003840685.1,CladeA,Lung,Cluster_5,Cluster_258
GCA_003840695.1,CladeA,Rectal/Feces,Cluster_252,Cluster_4227
GCA_003840705.1,CladeA,CF,Cluster_90,Cluster_4228
GCA_003840715.1,CladeA,Aquatic,Cluster_5,Cluster_4229
GCA_003840755.1,CladeA,CF,Cluster_128,Cluster_4230
GCA_003840805.1,CladeB,Aquatic,Cluster_57,Cluster_4231
GCA_003840835.1,CladeA,Lung,Cluster_43,Cluster_4232
GCA_003840865.1,CladeA,CF,Cluster_41,Cluster_4233
GCA_003840885.1,CladeA,Aquatic,Cluster_242,Cluster_4234
GCA_003840895.1,CladeA,Lung,Cluster_317,Cluster_4235
GCA_003840965.1,CladeA,Urinary,Cluster_232,Cluster_1031
GCA_003841005.1,CladeA,early.CF,Cluster_60,Cluster_4236
GCA_003841015.1,CladeA,Aquatic,Cluster_24,Cluster_4237
GCA_003841045.1,CladeA,Burn,Cluster_1,Cluster_4238
GCA_003841055.1,CladeB,Wound,Cluster_330,Cluster_4239
GCA_003841085.1,CladeA,early.CF,Cluster_289,Cluster_4240
GCA_003841095.1,CladeA,Wound,Cluster_2,Cluster_4241
GCA_003841125.1,CladeA,early.CF,Cluster_60,Cluster_4242
GCA_003841145.1,CladeB,Burn,Cluster_114,Cluster_4243
GCA_003841165.1,CladeA,Skin,Cluster_60,Cluster_4244
GCA_003841185.1,CladeA,Skin,Cluster_10,Cluster_4245
GCA_003841205.1,CladeB,Wound,Cluster_185,Cluster_4246
GCA_003841305.1,CladeB,Skin,Cluster_17,Cluster_781
GCA_003841515.1,CladeA,Wound,Cluster_5,Cluster_4247
GCA_003841525.1,CladeB,Wound,Cluster_176,Cluster_4248
GCA_003841565.1,CladeA,Skin,Cluster_60,Cluster_4249
GCA_003841575.1,CladeA,Wound,Cluster_59,Cluster_4250
GCA_003841605.1,CladeA,Urinary,Cluster_376,Cluster_4251
GCA_003841615.1,CladeA,Skin,Cluster_376,Cluster_4251
GCA_003841625.1,CladeA,Skin,Cluster_96,Cluster_4252
GCA_003841645.1,CladeA,Wound,Cluster_9,Cluster_4253
GCA_003841705.1,CladeB,Wound,Cluster_64,Cluster_4254
GCA_003841715.1,CladeA,Skin,Cluster_59,Cluster_4255
GCA_003841745.1,CladeA,Wound,Cluster_270,Cluster_4256
